"disturbance","time","pine","wetland","Occu","OccuLower","OccuUpper"
"fire",64,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",64,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",64,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",64,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",65,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",65,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",65,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",65,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",66,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",66,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",66,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",66,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",67,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",67,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",67,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",67,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",68,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",68,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",68,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",68,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",69,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",69,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",69,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",69,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",70,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",70,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",70,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",70,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",71,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",71,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",71,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",71,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",72,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",72,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",72,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",72,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",73,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",73,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",73,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",73,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",74,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",74,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",74,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",74,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",75,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",75,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",75,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",75,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",76,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",76,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",76,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",76,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",77,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",77,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",77,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",77,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"well",1,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",1,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",1,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",1,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",2,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",2,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",2,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",2,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",3,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",3,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",3,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",3,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",4,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",4,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
