"response","cov","x","Det","DetLower","DetUpper"
"call","s2n2",0.627629050290501,0.0997231628190373,0.0117409037052897,0.508063661560961
"call","s2n2",0.677629050290501,0.125984506968,0.0190555012979276,0.516814085922233
"call","s2n2",0.727629050290501,0.155360892105321,0.0298220481610149,0.523960164995803
"call","s2n2",0.777629050290501,0.187100292779772,0.0449490737189035,0.529542705669201
"call","s2n2",0.827629050290501,0.220225647297636,0.0651698278349167,0.533615337459717
"call","s2n2",0.877629050290501,0.253633669525887,0.0908010725067919,0.536246727344674
"call","s2n2",0.927629050290501,0.286205722629022,0.121516288069989,0.537524607738614
"call","s2n2",0.977629050290501,0.316906057287101,0.156225641415422,0.53756152621922
"call","s2n2",1.0276290502905,0.344849971138189,0.193133713090064,0.536501346066952
"call","s2n2",1.0776290502905,0.369335796930142,0.229975867777193,0.534523196274389
"call","s2n2",1.1276290502905,0.389844829536419,0.264358057337136,0.531834383281837
"call","s2n2",1.1776290502905,0.406019226856963,0.294099076173628,0.528634961807603
"call","s2n2",1.2276290502905,0.41762928191232,0.317512063128661,0.525029788692342
"call","s2n2",1.2776290502905,0.42453977741874,0.333610125509463,0.520881115225651
"call","s2n2",1.3276290502905,0.426682264591412,0.342208187903463,0.515661949077748
"call","s2n2",1.3776290502905,0.42403736635261,0.343846055068293,0.508438942765519
"call","s2n2",1.4276290502905,0.416629130445727,0.339516715279782,0.498048832194521
"call","s2n2",1.4776290502905,0.40453198998842,0.330337206317005,0.483362800304845
"call","s2n2",1.5276290502905,0.387889638214469,0.317324538956207,0.463492852226918
"call","s2n2",1.5776290502905,0.366943607181373,0.301312888286438,0.437909928632104
"call","s2n2",1.6276290502905,0.34206719019513,0.282952533414504,0.40653013391367
"call","s2n2",1.6776290502905,0.313797554656197,0.262722624926148,0.369821202553641
"call","s2n2",1.7276290502905,0.282856071767472,0.240905201558731,0.328946537670738
"call","s2n2",1.7776290502905,0.250145432044886,0.217453960956308,0.285955720585392
"call","s2n2",1.8276290502905,0.216713904293957,0.191672275087829,0.244039445771977
"call","s2n2",1.8776290502905,0.183683527826117,0.16220872055473,0.207297917582427
"call","s2n2",1.9276290502905,0.152149548837948,0.129606282986022,0.1778128703337
"call","s2n2",1.9776290502905,0.123069595101272,0.0978345062389665,0.153704766829514
"call","s2n2",2.0276290502905,0.097167600592638,0.0703089825558823,0.132820605759532
"call","s2n2",2.0776290502905,0.0748751742244485,0.0483524410872834,0.114200541910569
"call","s2n2",2.1276290502905,0.0563221112870046,0.0319215290646673,0.0974959001890114
"call","s2n2",2.1776290502905,0.0413729905228116,0.0202766151810618,0.0825688092471715
"call","s2n2",2.2276290502905,0.0296949181605802,0.0124146106218353,0.0693394677468427
"call","s2n2",2.2776290502905,0.0208367497083407,0.00733688203799168,0.05773174053016
"call","s2n2",2.3276290502905,0.0143025675239234,0.0041898527373738,0.0476554580893394
"call","s2n2",2.3776290502905,0.00960875575598231,0.00231384748124779,0.0390033416474843
"call","doy",153,0.186380441904375,0.142201885505566,0.240437062094614
"call","doy",154,0.188348756416333,0.145016297489697,0.240979932899894
"call","doy",155,0.190332995033433,0.147862289059075,0.24154474977803
"call","doy",156,0.192333183967729,0.150738051450304,0.242133737608457
"call","doy",157,0.194349347167427,0.153641477814708,0.242749400986063
"call","doy",158,0.196381506273927,0.156570123839701,0.243394562603014
"call","doy",159,0.198429680579034,0.159521163661295,0.244072406327738
"call","doy",160,0.200493886982368,0.162491340980026,0.244786525070326
"call","doy",161,0.202574139948986,0.165476915585278,0.245540973230965
"call","doy",162,0.204670451467264,0.168473605954808,0.246340323066361
"call","doy",163,0.206782831007058,0.171476529288045,0.247189723617368
"call","doy",164,0.208911285478186,0.174480141323335,0.248094959849659
"call","doy",165,0.211055819189248,0.177478179649237,0.249062508299314
"call","doy",166,0.213216433806835,0.18046361599305,0.250099583742364
"call","doy",167,0.215393128315139,0.183428625139194,0.251214169237888
"call","doy",168,0.217585898976019,0.186364580557373,0.252415019467134
"call","doy",169,0.219794739289537,0.189262089162704,0.25371162494887
"call","doy",170,0.222019639955011,0.192111079258013,0.255114123083439
"call","doy",171,0.224260588832616,0.194900955663106,0.256633142023214
"call","doy",172,0.226517570905562,0.197620833101823,0.258279566301492
"call","doy",173,0.228790568242898,0.200259851927595,0.260064220141848
"call","doy",174,0.231079559962957,0.202807568672983,0.261997475965377
"call","doy",175,0.233384522197503,0.205254398552728,0.264088810969242
"call","doy",176,0.235705428056589,0.207592070773498,0.26634635092634
"call","doy",177,0.238042247594182,0.20981404501808,0.268776452841388
"call","doy",178,0.240394947774588,0.211915834024391,0.271383381546173
"call","doy",179,0.242763492439701,0.213895186206188,0.274169126290177
"call","doy",180,0.245147842277132,0.215752103147335,0.277133382497887
"call","doy",181,0.247547954789234,0.217488694316281,0.280273696349236
"call","doy",182,0.249963784263077,0.219108897543628,0.283585743643538
"call","doy",183,0.252395281741401,0.220618111463154,0.28706369674955
"call","doy",184,0.254842394994581,0.222022791698424,0.290700627862739
"call","doy",185,0.257305068493651,0.223330057052,0.294488902315706
"call","doy",186,0.259783243384411,0.224547339406736,0.298420528235341
"call","doy",187,0.26227685746266,0.225682096355225,0.302487443533511
"call","doy",188,0.264785845150594,0.226741592527677,0.306681734263868
"call","doy",189,0.267310137474391,0.2277327461508,0.310995787814909
"call","doy",190,0.269849662043038,0.228662031867316,0.315422389912294
"call","doy",191,0.272404343028416,0.229535428612225,0.319954776636759
"call","doy",192,0.274974101146693,0.230358401349996,0.3245866526558
"call","doy",193,0.277558853641043,0.231135906751582,0.329312185592356
"call","doy",194,0.280158514265743,0.231872414694661,0.334125984649156
"call","doy",195,0.282772993271667,0.232571939335547,0.339023069741975
"call","doy",196,0.285402197393209,0.233238075173176,0.343998835723082
"call","doy",197,0.288046029836681,0.233874034904133,0.3490490148972
"call","doy",198,0.290704390270202,0.234482686938566,0.354169639961339
"call","doy",199,0.293377174815113,0.235066591242398,0.35935700870391
"call","doy",200,0.296064276038951,0.235628032739737,0.364607651229925
"call","doy",201,0.298765582950001,0.236169051901866,0.369918300086186
"call","doy",202,0.301480980993475,0.236691472409692,0.375285863399767
"call","doy",203,0.304210352049314,0.237196925942423,0.380707400976731
"call","doy",204,0.306953574431662,0.237686874244256,0.386180103208886
"call","doy",205,0.309710522890031,0.238162628674371,0.391701272582479
"call","doy",206,0.312481068612178,0.238625367469244,0.397268307558728
"call","doy",207,0.315265079228715,0.239076150950178,0.402878688591916
"call","doy",208,0.318062418819478,0.239515934901428,0.408529966057997
"call","doy",209,0.320872947921672,0.239945582329877,0.414219749880752
"call","doy",210,0.323696523539815,0.240365873799371,0.419945700660116
"call","doy",211,0.326532999157489,0.240777516513944,0.425705522125836
"call","doy",212,0.329382224750922,0.241181152305198,0.43149695475837
